제목,공연시작일,공연종료일,장르,대관 기업명,구분,공연장,상세 링크
이수민과 TIMF앙상블의 비올라 인 마이 라이프,2012-10-19,2012-10-19,클래식,(사)TIMF앙상블,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=11832
김현미 바이올린 독주회,2012-10-18,2012-10-18,클래식,예인예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=11830
최정주 첼로 독주회,2012-10-18,2012-10-18,클래식,(주)음연,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=16422
창작칸타타 구미호와 아!결혼,2012-10-18,2012-10-18,합창,(재)국립합창단,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=8902
오페라 카르멘,2012-10-18,2012-10-21,오페라,국립오페라단,대관,오페라극장,https://www.sac.or.kr/site/main/show/show_view?SN=11144
기돈 크레머 & 크레메라타 발티카(17일),2012-10-17,2012-10-17,클래식,크레디아인터내셔널,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=10874
송하 백영일전,2012-10-17,2012-10-26,전시,백영일,대관,서울서예박물관,https://www.sac.or.kr/site/main/show/show_view?SN=10920
미래악회 제37회 작품발표회,2012-10-17,2012-10-17,클래식,미래악회,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=12138
2012 예술의전당 앙상블축제 - 서울윈드앙상블,2012-10-17,2012-10-17,클래식,예술의전당,기획,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=12696
기돈 크레머 & 크레메라타 발티카(16일),2012-10-16,2012-10-16,클래식,크레디아인터내셔널,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=10876
앙상블 프리즈마 제19회 정기연주회,2012-10-16,2012-10-16,클래식,(주)프로아트매니지먼트,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=11828
박훈일사진전,2012-10-16,2012-10-25,전시,박 훈일,대관,한가람디자인미술관,https://www.sac.or.kr/site/main/show/show_view?SN=10846
2012 예술의전당 앙상블축제 - 르 쁘띠 파라디,2012-10-16,2012-10-16,클래식,예술의전당,기획,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=12694
인천시립합창단 132회 정기연주회,2012-10-15,2012-10-15,합창,인천문화예술회관,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=11986
프랑스가곡연구회 제 67회 정기연주회,2012-10-15,2012-10-15,실내악,지음기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=12162
성민제 더블베이스 리사이틀,2012-10-15,2012-10-15,독주,엑서스뮤직매니지먼트,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=15138
루브르 천 번 가 본 남자의 아르츠 콘서트_이탈리아편,2012-10-14,2012-10-14,이벤트콘서트,더스톰프,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=15136
이혜정 바이올린 독주회,2012-10-14,2012-10-14,독주,(주)마스트미디어,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=16508
2012 예술의전당 회원초청음악회,2012-10-14,2012-10-14,클래식,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=8901
Oboe Ensemble The Piri 제8회 정기연주회,2012-10-13,2012-10-13,클래식,(주)프로아트매니지먼트,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=11822
이동우 첼로 독주회,2012-10-13,2012-10-13,독주,지음기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=11824
김소월 탄생 110주년 기념 콘서트 소월의 노래,2012-10-13,2012-10-13,이벤트콘서트,(주)타입커뮤니케이션,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=15146
‘올 댓 클래식’ 명곡의 재구성,2012-10-13,2012-10-13,클래식,훈엔터테인먼트,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=16484
2012 주말가족축제 시즌2 <이원복교수와 함께하는 토크콘서트>,2012-10-13,2012-10-13,뮤지컬,예술의전당,기획,신세계스퀘어 야외무대,https://www.sac.or.kr/site/main/show/show_view?SN=15654
여류 수채화3인전,2012-10-12,2012-10-16,전시,성애리,대관,한가람미술관,https://www.sac.or.kr/site/main/show/show_view?SN=10760
서울시향의 보컬 시리즈 IV,2012-10-12,2012-10-12,교향곡,(재)서울시립교향악단,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=8899
대건챔버콰이어 제 11회 정기연주회,2012-10-12,2012-10-12,실내악,영음예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=16420
2012 예술의전당 아티스트 시리즈 (10월),2012-10-12,2012-10-12,독주,예술의전당,기획,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=8699
부천필하모닉오케스트라 챔버뮤직 시리즈,2012-10-11,2012-10-11,클래식,부천시청,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=11820
한화생명과 함께하는 2012_11시 콘서트 (10월),2012-10-11,2012-10-11,클래식,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=8897
코리안심포니 제182회 정기연주회,2012-10-11,2012-10-11,교향곡,(재)국립심포니오케스트라,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=8898
2012 예술의전당 앙상블축제 - 한국페스티발앙상블,2012-10-11,2012-10-11,교향곡,예술의전당,기획,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=12686
Faculty Concert,2012-10-10,2012-10-10,실내악,수원대학교음악대학,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=16450
서울바로크합주단 제137회 정기연주회,2012-10-10,2012-10-10,클래식,(사)코리안챔버오케스트라,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=11982
2012 예술의전당 앙상블축제 - 서울신포니에타,2012-10-10,2012-10-10,교향곡,예술의전당,기획,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=12684
제18회 마니프서울국제아트페어,2012-10-09,2012-10-21,전시,갤러리아미(주),대관,한가람미술관,https://www.sac.or.kr/site/main/show/show_view?SN=10792
화음쳄버오케스트라 초청 운지회 20주년 연주회,2012-10-09,2012-10-09,클래식,현대문화,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=15144
평창동계스페셜올림픽 성공기원 음악회,2012-10-09,2012-10-09,,예술의전당,기획,오페라극장,https://www.sac.or.kr/site/main/show/show_view?SN=16466
제15회 서울세계무용축제(SIDance 2012),2012-10-09,2012-10-20,무용,국제무용협회 한국본부,대관,자유소극장,https://www.sac.or.kr/site/main/show/show_view?SN=10974
제51회갈물한글서회전,2012-10-08,2012-10-15,전시,(사)갈물한글서회,대관,서울서예박물관,https://www.sac.or.kr/site/main/show/show_view?SN=10918
한국피아노학회 정기연주회,2012-10-08,2012-10-08,클래식,한국피아노학회,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=12200
조정민 더블베이스 독주회,2012-10-08,2012-10-08,클래식,예인예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=15142
2012 가곡음악회 우리시우리노래,2012-10-08,2012-10-08,성악,(사)자연을 사랑하는 문학의집서울,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=11980
이세영 바이올린 독주회,2012-10-07,2012-10-07,클래식,예인예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=15158
전나경 바이올린 독주회-바이올리니스트의 기쁨과 슬픔,2012-10-07,2012-10-07,클래식,전나경,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=11818
로티니 데뷔 콘서트 <히어로 오브 보이스>,2012-10-07,2012-10-07,이벤트콘서트,크레디아인터내셔널,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=11978
2012 주말가족축제 시즌2 < The Picnic Concert >,2012-10-06,2012-10-06,뮤지컬,예술의전당,기획,신세계스퀘어 야외무대,https://www.sac.or.kr/site/main/show/show_view?SN=15652
신주연 플루트 독주회,2012-10-06,2012-10-06,독주,플룻샵,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=11816
2012 안익태 기념음악회,2012-10-06,2012-10-06,클래식,재단법인 안익태기념재단,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=13164
선우지현 클라리넷 독주회,2012-10-06,2012-10-06,클래식,음악춘추사,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=11265
2012 예술의전당 앙상블축제 - 더 윈즈,2012-10-06,2012-10-06,클래식,예술의전당,기획,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=12676
양진희 피아노 독주회,2012-10-05,2012-10-05,클래식,네오클래식매니지먼트,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=11288
2012 제30회 대한민국국제음악제(10/5),2012-10-05,2012-10-05,교향곡,(사)한국음악협회,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=8896
2012 예술의전당 앙상블축제 - 세종솔로이스츠,2012-10-05,2012-10-05,교향곡,예술의전당,기획,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=12674
김재윤 비올라 독주회,2012-10-04,2012-10-04,실내악,영음예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=11814
콰르텟21 특별연주회 New Archive,2012-10-04,2012-10-04,클래식,예인예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=12880
오페라 돈 지오반니,2012-10-04,2012-10-07,오페라,(사)라 벨라 오페라단,대관,오페라극장,https://www.sac.or.kr/site/main/show/show_view?SN=13056
2012 제30회 대한민국국제음악제(10/4),2012-10-04,2012-10-04,클래식,(사)한국음악협회,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=8895
권현수 바이올린 독주회,2012-10-03,2012-10-03,독주,(주)마스트미디어,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=12110
평택대학교 창학 100주년 기념 교수음악회,2012-10-03,2012-10-03,클래식,예인예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=12878
2012 제30회 대한민국국제음악제(10/3),2012-10-03,2012-10-03,클래식,(사)한국음악협회,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=8894
2012 한국서예 명가전,2012-10-02,2012-10-07,전시,월간서예문화,대관,서울서예박물관,https://www.sac.or.kr/site/main/show/show_view?SN=10916
한국슈베르트협회 제54회 정기연주회,2012-10-02,2012-10-02,성악,지음기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=12076
3인콘서트,2012-10-02,2012-10-02,클래식,지클레프,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=12876
2012 제30회 대한민국국제음악제(10/2),2012-10-02,2012-10-02,클래식,(사)한국음악협회,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=8893
음악저널 창간 25주년 기념음악회,2012-09-28,2012-09-28,이벤트콘서트,음악저널.작은우리,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=12874
이마에스트리 제 7회 정기연주회,2012-09-28,2012-09-28,합창,(주)드림빌엔터테인먼트,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=11976
권마리 피아노 독주회,2012-09-28,2012-09-28,독주,(주)마스트미디어,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=12092
바흐솔리스텐-바흐 칸타타 시리즈 3,2012-09-27,2012-09-27,클래식,콘서트디자인,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=12872
서계숙 교수 동문음악회,2012-09-27,2012-09-27,실내악,지음기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=12592
The Great 3B Series _ 바흐 2012 (9월),2012-09-27,2012-09-27,클래식,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=8892
모스크바 시티 발레 내한공연 <백조의 호수>,2012-09-26,2012-09-28,무용,브라보컴,대관,오페라극장,https://www.sac.or.kr/site/main/show/show_view?SN=12660
작곡가 이일주의 작품발표회,2012-09-26,2012-09-26,클래식,예인예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=12870
안봉균 전,2012-09-26,2012-10-09,,안봉균,대관,한가람미술관,https://www.sac.or.kr/site/main/show/show_view?SN=10758
스타콘서트,2012-09-26,2012-09-26,클래식,예술기획 파홀로,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=11974
김정은 바이올린 독주회,2012-09-26,2012-09-26,클래식,예인예술기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=11810
숙명여자대학교 음악대학 제71회 정기연주회,2012-09-25,2012-09-25,클래식,(주)프로아트매니지먼트,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=12172
정선이 첼로 독주회,2012-09-25,2012-09-25,독주,예진문화기획사,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=11808
강수정 피아노 렉쳐 독주회,2012-09-25,2012-09-25,클래식,네오클래식매니지먼트,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=12982
피아노 트리오,2012-09-24,2012-09-24,성악,영음예술기획,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=12868
김재석 튜바 독주회,2012-09-24,2012-09-24,클래식,(주)코리아나매니지먼트,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=11806
국민필하모닉 오케스트라 제31회 정기연주회,2012-09-24,2012-09-24,클래식,(주)프로아트매니지먼트,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=11970
M4one챔버앙상블의 그린콘서트,2012-09-23,2012-09-23,클래식,(사)하나를위한음악재단,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=15128
2012 서경스트링오케스트라 콘서트,2012-09-23,2012-09-23,클래식,(주)뮤직앤아트,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=16488
이기정 피아노 독주회,2012-09-23,2012-09-23,클래식,음악교육신문사,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=12046
제2회 서초골 문화예술축제,2012-09-22,2012-09-22,,예술의전당,기획,신세계스퀘어 야외무대,https://www.sac.or.kr/site/main/show/show_view?SN=16510
신세계와 함께하는 예술의전당 토요 콘서트 - Part 4 (9월),2012-09-22,2012-09-22,클래식,예술의전당,기획,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=8886
아시아 그랜드 피아노 콘서트,2012-09-22,2012-09-22,클래식,한국피아노학회,대관,콘서트홀,https://www.sac.or.kr/site/main/show/show_view?SN=12654
한국기타협회 정기연주회,2012-09-22,2012-09-22,클래식,(주)프로아트매니지먼트,대관,IBK기업은행챔버홀,https://www.sac.or.kr/site/main/show/show_view?SN=16430
채리티체임버앙상블 정기연주회,2012-09-22,2012-09-22,실내악,지음기획,대관,리사이틀홀,https://www.sac.or.kr/site/main/show/show_view?SN=11804
